timestamp,ghi,dni,dhi,temp_air,wind_speed,humidity,cloud_cover,pressure,capacity_kw,latitude,longitude,generation_kw
2024-01-04 00:00:00+05:30,0.0,0.0,0.0,9.1,13.4,85.0,0.0,996.4,100,27.5667,72.0667,0.0
2024-01-04 01:00:00+05:30,0.0,0.0,0.0,8.3,12.6,89.0,0.0,995.9,100,27.5667,72.0667,0.0
2024-01-04 02:00:00+05:30,0.0,0.0,0.0,7.7,11.7,92.0,0.0,996.1,100,27.5667,72.0667,0.0
2024-01-04 03:00:00+05:30,0.0,0.0,0.0,7.0,10.6,94.0,0.0,996.1,100,27.5667,72.0667,0.0
2024-01-04 04:00:00+05:30,0.0,0.0,0.0,6.4,9.7,95.0,0.0,996.1,100,27.5667,72.0667,0.0
2024-01-04 05:00:00+05:30,0.0,0.0,0.0,5.8,9.2,96.0,0.0,996.4,100,27.5667,72.0667,0.0
2024-01-04 06:00:00+05:30,0.0,0.0,0.0,6.1,10.2,96.0,0.0,997.6,100,27.5667,72.0667,0.0
2024-01-04 07:00:00+05:30,0.0,0.0,0.0,5.9,10.2,96.0,0.0,998.2,100,27.5667,72.0667,0.0
2024-01-04 08:00:00+05:30,41.0,117.7,28.0,6.7,10.5,94.0,0.0,998.9,100,27.5667,72.0667,5.656474681947035
2024-01-04 09:00:00+05:30,195.0,386.0,91.0,8.8,10.2,83.0,0.0,999.6,100,27.5667,72.0667,28.862277207495953
2024-01-04 10:00:00+05:30,368.0,560.2,127.0,11.6,13.0,72.0,0.0,999.9,100,27.5667,72.0667,51.43809561633773
2024-01-04 11:00:00+05:30,509.0,660.6,146.0,14.3,13.7,59.0,0.0,998.8,100,27.5667,72.0667,67.07047448265668
2024-01-04 12:00:00+05:30,595.0,710.6,155.0,16.5,11.9,47.0,0.0,997.5,100,27.5667,72.0667,75.21132341876873
2024-01-04 13:00:00+05:30,616.0,723.4,157.0,18.3,9.9,39.0,0.0,996.4,100,27.5667,72.0667,76.92632829982895
2024-01-04 14:00:00+05:30,567.0,701.5,150.0,19.5,9.9,34.0,0.0,995.5,100,27.5667,72.0667,72.84969036265261
2024-01-04 15:00:00+05:30,455.0,637.9,135.0,20.0,11.7,30.0,0.0,995.0,100,27.5667,72.0667,57.81344776147671
2024-01-04 16:00:00+05:30,295.0,513.1,109.0,19.7,12.6,30.0,0.0,994.8,100,27.5667,72.0667,40.27886479192241
2024-01-04 17:00:00+05:30,119.0,289.6,65.0,18.5,11.6,34.0,0.0,994.9,100,27.5667,72.0667,17.52244734007955
2024-01-04 18:00:00+05:30,8.0,15.3,7.0,15.4,12.6,48.0,0.0,995.8,100,27.5667,72.0667,0.35117998481388146
2024-01-04 19:00:00+05:30,0.0,0.0,0.0,14.1,13.7,55.0,0.0,996.1,100,27.5667,72.0667,0.0
2024-01-04 20:00:00+05:30,0.0,0.0,0.0,12.9,13.5,62.0,0.0,996.4,100,27.5667,72.0667,0.0
2024-01-04 21:00:00+05:30,0.0,0.0,0.0,11.8,12.7,69.0,0.0,996.7,100,27.5667,72.0667,0.0
2024-01-04 22:00:00+05:30,0.0,0.0,0.0,10.8,12.3,75.0,0.0,996.8,100,27.5667,72.0667,0.0
2024-01-04 23:00:00+05:30,0.0,0.0,0.0,9.9,11.5,81.0,0.0,996.4,100,27.5667,72.0667,0.0
2024-01-05 00:00:00+05:30,0.0,0.0,0.0,9.2,10.9,87.0,0.0,996.0,100,27.5667,72.0667,0.0
2024-01-05 01:00:00+05:30,0.0,0.0,0.0,8.5,10.6,89.0,0.0,995.9,100,27.5667,72.0667,0.0
2024-01-05 02:00:00+05:30,0.0,0.0,0.0,7.7,9.7,91.0,0.0,995.7,100,27.5667,72.0667,0.0
2024-01-05 03:00:00+05:30,0.0,0.0,0.0,7.0,8.6,93.0,0.0,995.4,100,27.5667,72.0667,0.0
2024-01-05 04:00:00+05:30,0.0,0.0,0.0,6.4,8.2,94.0,0.0,995.0,100,27.5667,72.0667,0.0
2024-01-05 05:00:00+05:30,0.0,0.0,0.0,5.8,7.4,95.0,0.0,995.3,100,27.5667,72.0667,0.0
2024-01-05 06:00:00+05:30,0.0,0.0,0.0,5.7,9.1,96.0,0.0,996.4,100,27.5667,72.0667,0.0
2024-01-05 07:00:00+05:30,0.0,0.0,0.0,5.5,9.7,96.0,0.0,996.9,100,27.5667,72.0667,0.0
2024-01-05 08:00:00+05:30,40.0,117.9,27.0,6.3,9.4,94.0,0.0,997.5,100,27.5667,72.0667,5.598832012679145
2024-01-05 09:00:00+05:30,192.0,382.7,89.0,8.6,6.8,83.0,0.0,998.3,100,27.5667,72.0667,28.32706935249668
2024-01-05 10:00:00+05:30,365.0,557.6,125.0,11.4,7.6,71.0,0.0,998.8,100,27.5667,72.0667,51.48559771716176
2024-01-05 11:00:00+05:30,504.0,652.6,145.0,14.0,6.0,62.0,0.0,998.2,100,27.5667,72.0667,65.0572499063893
2024-01-05 12:00:00+05:30,589.0,699.7,155.0,16.0,4.6,52.0,0.0,997.3,100,27.5667,72.0667,71.28957703001413
2024-01-05 13:00:00+05:30,609.0,710.6,157.0,17.7,7.1,43.0,0.0,996.3,100,27.5667,72.0667,76.10861778320668
2024-01-05 14:00:00+05:30,560.0,687.5,150.0,19.0,10.0,37.0,0.0,995.9,100,27.5667,72.0667,70.57017086730971
2024-01-05 15:00:00+05:30,449.0,623.2,135.0,19.6,13.4,33.0,0.0,995.6,100,27.5667,72.0667,58.98900706662752
2024-01-05 16:00:00+05:30,291.0,498.7,109.0,19.4,14.5,34.0,0.0,995.7,100,27.5667,72.0667,39.51141823910479
2024-01-05 17:00:00+05:30,118.0,280.4,65.0,18.5,13.2,37.0,0.0,995.8,100,27.5667,72.0667,17.08103962251386
2024-01-05 18:00:00+05:30,8.0,15.0,7.0,15.7,12.8,50.0,0.0,996.4,100,27.5667,72.0667,0.34950859422659813
2024-01-05 19:00:00+05:30,0.0,0.0,0.0,14.6,13.2,55.0,0.0,996.9,100,27.5667,72.0667,0.0
2024-01-05 20:00:00+05:30,0.0,0.0,0.0,13.5,12.7,60.0,0.0,997.1,100,27.5667,72.0667,0.0
2024-01-05 21:00:00+05:30,0.0,0.0,0.0,12.4,11.2,66.0,0.0,997.2,100,27.5667,72.0667,0.0
2024-01-05 22:00:00+05:30,0.0,0.0,0.0,11.3,9.3,73.0,0.0,997.7,100,27.5667,72.0667,0.0
2024-01-05 23:00:00+05:30,0.0,0.0,0.0,10.2,8.2,81.0,0.0,997.6,100,27.5667,72.0667,0.0
2024-01-06 00:00:00+05:30,0.0,0.0,0.0,9.3,7.9,86.0,0.0,997.4,100,27.5667,72.0667,0.0
2024-01-06 01:00:00+05:30,0.0,0.0,0.0,8.6,8.0,90.0,0.0,997.3,100,27.5667,72.0667,0.0
2024-01-06 02:00:00+05:30,0.0,0.0,0.0,7.9,7.9,92.0,0.0,997.0,100,27.5667,72.0667,0.0
2024-01-06 03:00:00+05:30,0.0,0.0,0.0,7.4,8.2,94.0,0.0,996.7,100,27.5667,72.0667,0.0
2024-01-06 04:00:00+05:30,0.0,0.0,0.0,6.9,8.4,95.0,0.0,996.6,100,27.5667,72.0667,0.0
2024-01-06 05:00:00+05:30,0.0,0.0,0.0,6.7,9.8,96.0,0.0,996.8,100,27.5667,72.0667,0.0
2024-01-06 06:00:00+05:30,0.0,0.0,0.0,6.9,10.4,95.0,0.0,998.0,100,27.5667,72.0667,0.0
2024-01-06 07:00:00+05:30,0.0,0.0,0.0,6.7,10.8,95.0,0.0,998.6,100,27.5667,72.0667,0.0
2024-01-06 08:00:00+05:30,40.0,109.0,28.0,7.5,9.7,93.0,0.0,999.4,100,27.5667,72.0667,5.206596678223006
2024-01-06 09:00:00+05:30,191.0,375.5,90.0,9.6,7.9,83.0,0.0,1000.1,100,27.5667,72.0667,28.047580245108797
2024-01-06 10:00:00+05:30,363.0,552.7,125.0,12.3,8.7,72.0,0.0,1000.6,100,27.5667,72.0667,48.99562627130544
2024-01-06 11:00:00+05:30,504.0,649.9,146.0,15.1,9.0,62.0,0.0,999.9,100,27.5667,72.0667,66.01856444824497
2024-01-06 12:00:00+05:30,590.0,696.8,157.0,17.1,9.1,51.0,0.0,998.7,100,27.5667,72.0667,73.34855457261251
2024-01-06 13:00:00+05:30,610.0,710.4,157.0,18.7,8.4,43.0,0.0,997.5,100,27.5667,72.0667,74.9389292287274
2024-01-06 14:00:00+05:30,563.0,688.6,151.0,19.9,9.3,37.0,0.0,996.6,100,27.5667,72.0667,72.00100163156145
2024-01-06 15:00:00+05:30,454.0,628.2,136.0,20.6,12.4,32.0,0.0,996.2,100,27.5667,72.0667,58.47907008071969
2024-01-06 16:00:00+05:30,296.0,506.1,110.0,20.4,15.0,31.0,0.0,996.3,100,27.5667,72.0667,40.896135516535864
2024-01-06 17:00:00+05:30,122.0,292.2,66.0,19.3,14.2,36.0,0.0,996.6,100,27.5667,72.0667,17.94323343442298
2024-01-06 18:00:00+05:30,9.0,14.7,8.0,15.7,13.9,53.0,0.0,997.8,100,27.5667,72.0667,0.45887981669347017
2024-01-06 19:00:00+05:30,0.0,0.0,0.0,14.5,13.5,60.0,0.0,998.6,100,27.5667,72.0667,0.0
2024-01-06 20:00:00+05:30,0.0,0.0,0.0,13.4,13.0,66.0,0.0,999.1,100,27.5667,72.0667,0.0
2024-01-06 21:00:00+05:30,0.0,0.0,0.0,12.4,12.4,72.0,0.0,999.4,100,27.5667,72.0667,0.0
2024-01-06 22:00:00+05:30,0.0,0.0,0.0,11.5,12.3,77.0,0.0,999.4,100,27.5667,72.0667,0.0
2024-01-06 23:00:00+05:30,0.0,0.0,0.0,10.7,12.1,83.0,0.0,999.1,100,27.5667,72.0667,0.0
2024-01-07 00:00:00+05:30,0.0,0.0,0.0,10.0,11.7,89.0,0.0,998.6,100,27.5667,72.0667,0.0
2024-01-07 01:00:00+05:30,0.0,0.0,0.0,9.3,10.3,92.0,0.0,998.1,100,27.5667,72.0667,0.0
2024-01-07 02:00:00+05:30,0.0,0.0,0.0,8.6,9.7,93.0,0.0,997.7,100,27.5667,72.0667,0.0
2024-01-07 03:00:00+05:30,0.0,0.0,0.0,8.0,10.0,95.0,0.0,997.6,100,27.5667,72.0667,0.0
2024-01-07 04:00:00+05:30,0.0,0.0,0.0,7.5,10.5,96.0,0.0,997.5,100,27.5667,72.0667,0.0
2024-01-07 05:00:00+05:30,0.0,0.0,0.0,7.1,10.2,97.0,0.0,997.4,100,27.5667,72.0667,0.0
2024-01-07 06:00:00+05:30,0.0,0.0,0.0,7.1,10.0,97.0,0.0,998.5,100,27.5667,72.0667,0.0
2024-01-07 07:00:00+05:30,0.0,0.0,0.0,6.9,10.1,97.0,0.0,999.1,100,27.5667,72.0667,0.0
2024-01-07 08:00:00+05:30,40.0,109.1,28.0,7.7,9.4,95.0,0.0,999.9,100,27.5667,72.0667,5.248468604172704
2024-01-07 09:00:00+05:30,192.0,379.3,90.0,9.8,7.2,84.0,0.0,1000.8,100,27.5667,72.0667,27.9158760515918
2024-01-07 10:00:00+05:30,366.0,556.9,126.0,12.5,9.0,71.0,0.0,1001.4,100,27.5667,72.0667,49.689782245627725
2024-01-07 11:00:00+05:30,509.0,656.2,147.0,15.1,10.4,60.0,0.0,1000.6,100,27.5667,72.0667,66.67274277051635
2024-01-07 12:00:00+05:30,596.0,706.6,156.0,17.1,11.2,52.0,0.0,999.2,100,27.5667,72.0667,74.88323028124573
2024-01-07 13:00:00+05:30,618.0,719.5,158.0,18.6,12.3,45.0,0.0,998.1,100,27.5667,72.0667,77.34633522668472
2024-01-07 14:00:00+05:30,571.0,697.8,152.0,19.5,13.7,40.0,0.0,997.5,100,27.5667,72.0667,73.97988670464086
2024-01-07 15:00:00+05:30,460.0,635.1,137.0,19.7,15.5,39.0,0.0,996.8,100,27.5667,72.0667,0.0
2024-01-07 16:00:00+05:30,302.0,513.4,112.0,19.4,16.9,40.0,0.0,996.6,100,27.5667,72.0667,40.925950960835266
2024-01-07 17:00:00+05:30,125.0,298.5,67.0,18.3,15.9,44.0,0.0,996.6,100,27.5667,72.0667,18.54966743151125
2024-01-07 18:00:00+05:30,10.0,28.8,8.0,15.1,14.0,63.0,0.0,997.1,100,27.5667,72.0667,0.7196630773584995
2024-01-07 19:00:00+05:30,0.0,0.0,0.0,13.9,12.5,69.0,0.0,997.7,100,27.5667,72.0667,0.0
2024-01-07 20:00:00+05:30,0.0,0.0,0.0,12.6,10.3,76.0,0.0,998.0,100,27.5667,72.0667,0.0
2024-01-07 21:00:00+05:30,0.0,0.0,0.0,11.6,10.3,82.0,0.0,998.6,100,27.5667,72.0667,0.0
2024-01-07 22:00:00+05:30,0.0,0.0,0.0,10.6,9.8,88.0,0.0,998.9,100,27.5667,72.0667,0.0
2024-01-07 23:00:00+05:30,0.0,0.0,0.0,9.6,8.4,91.0,0.0,998.4,100,27.5667,72.0667,0.0
2024-01-08 00:00:00+05:30,0.0,0.0,0.0,8.8,8.1,93.0,0.0,997.8,100,27.5667,72.0667,0.0
2024-01-08 01:00:00+05:30,0.0,0.0,0.0,8.2,8.5,95.0,0.0,997.2,100,27.5667,72.0667,0.0
2024-01-08 02:00:00+05:30,0.0,0.0,0.0,7.7,9.3,96.0,0.0,997.0,100,27.5667,72.0667,0.0
2024-01-08 03:00:00+05:30,0.0,0.0,0.0,7.3,9.9,97.0,0.0,996.8,100,27.5667,72.0667,0.0
2024-01-08 04:00:00+05:30,0.0,0.0,0.0,7.2,10.5,97.0,0.0,997.0,100,27.5667,72.0667,0.0
2024-01-08 05:00:00+05:30,0.0,0.0,0.0,7.0,10.9,96.0,0.0,997.0,100,27.5667,72.0667,0.0
2024-01-08 06:00:00+05:30,0.0,0.0,0.0,7.1,11.8,96.0,0.0,997.9,100,27.5667,72.0667,0.0
2024-01-08 07:00:00+05:30,0.0,0.0,0.0,6.9,11.3,96.0,0.0,998.2,100,27.5667,72.0667,0.0
2024-01-08 08:00:00+05:30,40.0,118.3,27.0,7.6,10.0,94.0,0.0,999.0,100,27.5667,72.0667,5.431399269340387
2024-01-08 09:00:00+05:30,194.0,383.0,91.0,9.6,7.8,85.0,0.0,999.8,100,27.5667,72.0667,28.435648044183147
2024-01-08 10:00:00+05:30,368.0,560.9,126.0,12.0,7.5,74.0,0.0,1000.0,100,27.5667,72.0667,50.89793331881387
2024-01-08 11:00:00+05:30,512.0,660.6,147.0,14.8,7.5,62.0,0.0,999.3,100,27.5667,72.0667,67.70556594336516
2024-01-08 12:00:00+05:30,600.0,709.9,157.0,16.8,5.9,54.0,0.0,998.2,100,27.5667,72.0667,75.13849094040722
2024-01-08 13:00:00+05:30,621.0,722.2,158.0,18.2,7.7,49.0,0.0,997.1,100,27.5667,72.0667,77.16260501190337
2024-01-08 14:00:00+05:30,574.0,700.3,152.0,19.2,10.4,45.0,0.0,996.5,100,27.5667,72.0667,73.70201341313229
2024-01-08 15:00:00+05:30,463.0,638.0,137.0,19.5,12.2,44.0,0.0,995.8,100,27.5667,72.0667,60.184518421903896
2024-01-08 16:00:00+05:30,304.0,517.9,111.0,19.3,14.0,46.0,0.0,995.7,100,27.5667,72.0667,42.68664203866239
2024-01-08 17:00:00+05:30,127.0,299.5,68.0,18.3,15.1,50.0,0.0,995.8,100,27.5667,72.0667,18.324342738028644
2024-01-08 18:00:00+05:30,10.0,28.2,8.0,15.4,14.1,63.0,0.0,997.5,100,27.5667,72.0667,0.7246928596814294
2024-01-08 19:00:00+05:30,0.0,0.0,0.0,14.2,14.5,70.0,0.0,997.9,100,27.5667,72.0667,0.0
2024-01-08 20:00:00+05:30,0.0,0.0,0.0,13.2,14.0,75.0,0.0,998.5,100,27.5667,72.0667,0.0
2024-01-08 21:00:00+05:30,0.0,0.0,0.0,12.2,13.7,80.0,0.0,999.0,100,27.5667,72.0667,0.0
2024-01-08 22:00:00+05:30,0.0,0.0,0.0,11.5,13.0,85.0,1.0,999.0,100,27.5667,72.0667,0.0
2024-01-08 23:00:00+05:30,0.0,0.0,0.0,11.0,13.1,89.0,24.0,998.5,100,27.5667,72.0667,0.0
2024-01-09 00:00:00+05:30,0.0,0.0,0.0,10.6,12.1,91.0,2.0,998.4,100,27.5667,72.0667,0.0
2024-01-09 01:00:00+05:30,0.0,0.0,0.0,9.8,11.4,93.0,0.0,998.3,100,27.5667,72.0667,0.0
2024-01-09 02:00:00+05:30,0.0,0.0,0.0,9.2,11.2,94.0,0.0,998.3,100,27.5667,72.0667,0.0
2024-01-09 03:00:00+05:30,0.0,0.0,0.0,8.7,12.0,95.0,0.0,998.1,100,27.5667,72.0667,0.0
2024-01-09 04:00:00+05:30,0.0,0.0,0.0,8.2,12.8,96.0,0.0,998.2,100,27.5667,72.0667,0.0
2024-01-09 05:00:00+05:30,0.0,0.0,0.0,7.8,12.3,96.0,0.0,998.2,100,27.5667,72.0667,0.0
2024-01-09 06:00:00+05:30,0.0,0.0,0.0,6.9,9.7,98.0,0.0,999.0,100,27.5667,72.0667,0.0
2024-01-09 07:00:00+05:30,0.0,0.0,0.0,6.5,9.8,99.0,0.0,999.6,100,27.5667,72.0667,0.0
2024-01-09 08:00:00+05:30,40.0,109.2,28.0,7.4,9.5,98.0,0.0,1000.4,100,27.5667,72.0667,5.301848345678455
2024-01-09 09:00:00+05:30,191.0,364.2,93.0,9.6,7.4,88.0,0.0,1001.4,100,27.5667,72.0667,27.832460451727556
2024-01-09 10:00:00+05:30,365.0,544.0,130.0,12.2,10.2,76.0,0.0,1001.8,100,27.5667,72.0667,49.78000265913831
2024-01-09 11:00:00+05:30,506.0,641.3,151.0,14.6,13.1,66.0,0.0,1001.3,100,27.5667,72.0667,65.92829831487293
2024-01-09 12:00:00+05:30,595.0,692.2,162.0,16.3,15.9,59.0,0.0,1000.2,100,27.5667,72.0667,75.33282224218502
2024-01-09 13:00:00+05:30,618.0,710.8,161.0,17.5,17.8,53.0,0.0,999.1,100,27.5667,72.0667,75.75004753078548
2024-01-09 14:00:00+05:30,572.0,691.2,154.0,18.4,17.9,49.0,0.0,998.5,100,27.5667,72.0667,72.53987970374811
