asset_id,timestamp,temperature,humidity,precipitation,wind_speed,wind_gust,pressure,cloud_cover,weather_code
TR-1042,2025-04-19T01:00:00,30.3,72.8,3.8,10.2,15.8,1011.9,12.4,0
TR-1042,2025-04-19T02:00:00,28.6,62.4,4.5,11.3,15.8,1015.2,63.5,0
TR-1042,2025-04-19T03:00:00,33.9,65.0,1.6,1.3,5.2,1022.2,17.3,0
TR-1042,2025-04-19T04:00:00,34.6,58.1,2.0,14.3,20.0,1011.4,68.3,0
TR-1042,2025-04-19T05:00:00,27.8,45.0,5.1,8.6,13.6,1009.9,63.9,0
TR-1042,2025-04-19T06:00:00,33.6,48.4,4.7,5.1,8.6,1009.4,57.1,0
TR-1042,2025-04-19T07:00:00,29.0,49.0,1.2,15.0,18.1,1017.4,65.3,0
TR-1042,2025-04-19T08:00:00,25.2,60.9,4.0,6.9,12.2,1018.1,69.4,0
TR-1042,2025-04-19T09:00:00,28.4,48.7,6.6,12.0,19.0,1011.4,52.4,0
TR-1042,2025-04-19T10:00:00,40.5,70.9,53.2,20.0,29.4,999.8,95.6,1
TR-1042,2025-04-19T11:00:00,26.6,50.9,6.0,11.5,16.6,1012.4,15.3,0
TR-1042,2025-04-19T12:00:00,24.5,69.4,3.1,10.1,14.8,1024.5,61.1,0
TR-1042,2025-04-19T13:00:00,22.5,41.7,3.9,1.7,7.3,1013.4,53.1,0
TR-1042,2025-04-19T14:00:00,40.0,74.3,49.4,23.2,37.1,1003.4,86.7,1
TR-1042,2025-04-19T15:00:00,25.7,68.7,1.1,6.9,10.0,1011.4,25.3,0
TR-1042,2025-04-19T16:00:00,24.1,63.9,6.8,9.7,12.4,1021.4,36.8,0
TR-1042,2025-04-19T17:00:00,31.0,47.9,3.0,7.9,15.7,1016.7,9.0,0
TR-1042,2025-04-19T18:00:00,38.7,50.3,2.6,14.1,18.4,1016.4,32.3,0
TR-1042,2025-04-19T19:00:00,25.9,67.2,2.1,8.9,15.4,1023.6,41.8,0
TR-1042,2025-04-19T20:00:00,32.1,52.3,6.8,1.4,7.8,1014.3,0.4,0
TR-1042,2025-04-19T21:00:00,31.7,38.4,6.8,14.5,22.3,1016.9,61.5,0
TR-1042,2025-04-19T22:00:00,24.1,43.7,2.3,12.1,19.2,1022.5,1.7,0
TR-1042,2025-04-19T23:00:00,31.4,45.5,1.5,4.0,6.8,1006.9,66.3,0
TR-1042,2025-04-20T00:00:00,22.6,31.8,7.7,8.5,16.4,1019.1,21.1,0
TR-1042,2025-04-20T01:00:00,32.2,73.6,0.5,6.6,11.2,1011.2,13.3,0
TR-1042,2025-04-20T02:00:00,24.3,70.5,4.3,12.1,17.4,1024.4,49.3,0
TR-1042,2025-04-20T03:00:00,38.8,39.3,1.3,9.6,11.8,1024.5,15.3,0
TR-1042,2025-04-20T04:00:00,38.4,66.0,1.6,8.5,14.3,1017.4,60.5,0
TR-1042,2025-04-20T05:00:00,25.3,49.6,5.4,5.5,11.4,1009.6,50.5,0
TR-1042,2025-04-20T06:00:00,30.8,56.7,0.5,7.7,12.2,1009.6,44.6,0
TR-1042,2025-04-20T07:00:00,29.7,45.6,5.0,9.9,17.1,1018.3,47.0,0
TR-1042,2025-04-20T08:00:00,24.4,70.3,6.0,3.8,9.5,1010.5,7.8,0
TR-1042,2025-04-20T09:00:00,28.4,43.9,2.2,7.7,10.6,1007.5,38.5,0
TR-1042,2025-04-20T10:00:00,28.5,40.8,3.1,3.5,8.3,1020.0,22.0,0
TR-1042,2025-04-20T11:00:00,33.6,70.0,4.9,13.1,21.1,1023.2,55.4,0
TR-1042,2025-04-20T12:00:00,24.0,74.8,6.8,4.2,10.9,1022.5,62.3,0
TR-1042,2025-04-20T13:00:00,25.5,67.5,3.2,1.8,9.5,1018.6,13.4,0
TR-1042,2025-04-20T14:00:00,39.4,41.4,3.5,4.7,9.3,1020.5,54.0,0
TR-1042,2025-04-20T15:00:00,36.6,46.7,6.0,2.2,6.6,1008.8,13.7,0
TR-1042,2025-04-20T16:00:00,26.4,51.1,0.8,11.2,17.7,1009.0,13.0,0
TR-1042,2025-04-20T17:00:00,39.0,48.0,6.8,6.6,10.0,1005.7,11.3,0
TR-1042,2025-04-20T18:00:00,27.5,65.1,1.0,9.7,16.2,1023.8,51.0,0
TR-1042,2025-04-20T19:00:00,31.1,71.1,6.3,9.2,13.5,1009.9,51.6,0
TR-1042,2025-04-20T20:00:00,33.5,48.6,0.8,7.6,15.6,1022.5,19.9,0
TR-1042,2025-04-20T21:00:00,36.9,55.4,5.7,1.3,4.7,1014.9,3.9,0
TR-1042,2025-04-20T22:00:00,37.9,41.1,6.2,4.0,9.2,1009.6,1.9,0
TR-1042,2025-04-20T23:00:00,38.0,36.3,4.6,12.4,16.5,1024.4,63.2,0
TR-1042,2025-04-21T00:00:00,41.3,85.8,53.2,32.4,43.2,1003.2,91.0,1
TR-1042,2025-04-21T01:00:00,26.4,68.5,5.5,12.8,16.8,1006.6,53.6,0
TR-1042,2025-04-21T02:00:00,33.0,60.4,5.5,9.7,12.5,1018.7,5.2,0
TR-1042,2025-04-21T03:00:00,31.0,53.8,3.9,9.7,17.2,1017.0,51.6,0
TR-1042,2025-04-21T04:00:00,25.9,64.6,3.5,2.3,4.3,1019.7,2.3,0
TR-1042,2025-04-21T05:00:00,26.2,68.2,6.0,13.7,18.7,1025.0,15.7,0
TR-1042,2025-04-21T06:00:00,38.8,43.6,6.7,3.9,9.0,1013.8,69.0,0
TR-1042,2025-04-21T07:00:00,29.3,35.7,2.6,11.5,15.5,1008.8,59.5,0
TR-1042,2025-04-21T08:00:00,23.2,68.2,0.2,1.8,7.3,1008.1,42.5,0
TR-1042,2025-04-21T09:00:00,24.7,57.0,5.8,3.8,9.8,1024.1,34.6,0
TR-1042,2025-04-21T10:00:00,33.6,62.0,6.5,9.5,16.2,1007.1,33.3,0
TR-1042,2025-04-21T11:00:00,25.6,72.8,7.4,14.0,16.1,1005.2,53.4,0
TR-1042,2025-04-21T12:00:00,32.3,62.8,0.6,3.2,9.6,1022.0,33.1,0
TR-1042,2025-04-21T13:00:00,35.2,68.3,3.0,4.0,11.2,1009.8,43.3,0
TR-1042,2025-04-21T14:00:00,44.8,91.1,40.1,31.3,39.2,997.8,96.1,1
TR-1042,2025-04-21T15:00:00,22.9,48.6,3.5,5.0,7.9,1015.4,19.6,0
TR-1042,2025-04-21T16:00:00,36.6,31.0,4.7,6.3,11.5,1015.3,24.1,0
TR-1042,2025-04-21T17:00:00,33.4,50.0,0.3,14.0,21.9,1015.9,10.3,0
TR-1042,2025-04-21T18:00:00,24.4,52.7,2.1,1.7,9.4,1006.8,29.7,0
TR-1042,2025-04-21T19:00:00,29.0,43.6,1.5,8.4,16.3,1005.6,27.4,0
TR-1042,2025-04-21T20:00:00,28.5,70.5,1.7,12.9,18.4,1011.9,2.7,0
TR-1042,2025-04-21T21:00:00,39.9,54.0,4.2,5.8,8.8,1008.6,42.9,0
TR-1042,2025-04-21T22:00:00,28.8,34.0,2.6,6.4,10.4,1005.5,14.1,0
TR-1042,2025-04-21T23:00:00,38.1,43.9,6.5,7.1,13.7,1023.6,6.6,0
TR-1042,2025-04-22T00:00:00,23.8,50.2,0.3,4.9,9.3,1010.3,27.5,0
TR-1042,2025-04-22T01:00:00,31.0,48.6,4.5,3.1,7.2,1021.5,18.0,0
TR-1042,2025-04-22T02:00:00,26.7,62.4,4.5,14.0,16.7,1006.2,41.8,0
TR-1042,2025-04-22T03:00:00,27.8,37.0,3.5,9.2,15.5,1007.1,70.0,0
TR-1042,2025-04-22T04:00:00,28.4,70.4,1.5,7.3,11.8,1010.1,49.4,0
TR-1042,2025-04-22T05:00:00,24.5,43.4,4.3,5.5,9.7,1006.2,25.8,0
TR-1042,2025-04-22T06:00:00,28.8,70.9,4.2,9.2,17.0,1020.9,4.1,0
TR-1042,2025-04-22T07:00:00,35.0,64.0,4.9,13.2,18.9,1021.8,60.8,0
TR-1042,2025-04-22T08:00:00,25.7,39.0,6.1,2.3,9.6,1010.8,68.0,0
TR-1042,2025-04-22T09:00:00,39.1,49.6,3.9,11.6,16.4,1011.5,36.5,0
TR-1042,2025-04-22T10:00:00,25.1,31.5,7.4,11.7,16.7,1006.3,28.2,0
TR-1042,2025-04-22T11:00:00,36.9,69.1,5.5,2.9,7.5,1012.4,39.7,0
TR-1042,2025-04-22T12:00:00,23.6,40.6,6.8,1.3,3.7,1016.0,29.8,0
TR-1042,2025-04-22T13:00:00,34.0,46.5,3.3,10.6,14.2,1015.4,32.4,0
TR-1042,2025-04-22T14:00:00,37.3,32.1,0.1,4.3,7.2,1020.2,69.1,0
TR-1042,2025-04-22T15:00:00,26.6,56.8,4.4,3.7,6.4,1020.8,52.7,0
TR-1042,2025-04-22T16:00:00,29.5,40.7,0.9,8.5,13.4,1015.6,4.7,0
TR-1042,2025-04-22T17:00:00,33.4,56.4,5.7,11.6,18.6,1011.4,48.8,0
TR-1042,2025-04-22T18:00:00,30.7,56.2,3.2,9.0,11.3,1016.7,46.0,0
TR-1042,2025-04-22T19:00:00,23.6,67.2,5.9,9.3,12.6,1016.9,41.4,0
TR-1042,2025-04-22T20:00:00,28.7,34.8,1.9,14.2,19.2,1011.8,57.1,0
TR-1042,2025-04-22T21:00:00,31.9,31.5,4.0,4.0,10.9,1018.7,66.5,0
TR-1042,2025-04-22T22:00:00,24.2,36.6,6.7,2.4,5.8,1009.5,38.4,0
TR-1042,2025-04-22T23:00:00,36.9,61.1,5.1,9.8,15.6,1005.3,67.1,0
TR-1042,2025-04-23T00:00:00,31.5,44.4,1.4,6.3,14.1,1010.9,38.0,0
TR-1042,2025-04-23T01:00:00,46.2,85.1,45.5,30.2,42.6,995.9,76.0,1
TR-1042,2025-04-23T02:00:00,34.5,31.2,7.4,13.0,15.8,1021.7,5.4,0
TR-1042,2025-04-23T03:00:00,33.7,34.0,7.3,2.7,6.5,1013.1,66.0,0
TR-1042,2025-04-23T04:00:00,34.0,52.2,6.6,5.9,13.2,1020.5,19.0,0
TR-1042,2025-04-23T05:00:00,32.3,43.0,2.7,6.9,12.3,1009.8,5.8,0
TR-1042,2025-04-23T06:00:00,34.9,43.1,6.9,11.6,17.1,1022.6,51.1,0
TR-1042,2025-04-23T07:00:00,29.1,67.8,1.8,8.9,11.6,1012.9,27.6,0
TR-1042,2025-04-23T08:00:00,29.2,51.2,4.0,7.6,13.1,1021.4,52.2,0
TR-1042,2025-04-23T09:00:00,26.6,69.4,3.1,8.2,15.8,1024.7,61.2,0
TR-1042,2025-04-23T10:00:00,34.8,37.7,1.8,7.6,14.9,1017.9,68.0,0
TR-1042,2025-04-23T11:00:00,36.5,63.3,1.3,6.0,10.4,1020.7,9.6,0
TR-1042,2025-04-23T12:00:00,31.5,68.0,0.7,10.9,16.3,1008.5,53.5,0
TR-1042,2025-04-23T13:00:00,23.5,61.4,7.0,13.3,20.1,1018.5,36.8,0
TR-1042,2025-04-23T14:00:00,39.8,32.2,7.1,3.3,10.1,1020.1,24.8,0
TR-1042,2025-04-23T15:00:00,34.5,47.3,7.5,10.6,15.9,1021.7,5.3,0
TR-1042,2025-04-23T16:00:00,30.9,41.0,1.0,1.9,7.4,1011.6,51.2,0
TR-1042,2025-04-23T17:00:00,29.8,32.4,5.4,13.9,17.7,1024.1,68.7,0
TR-1042,2025-04-23T18:00:00,34.3,46.7,2.2,10.0,15.9,1005.9,55.1,0
TR-1042,2025-04-23T19:00:00,28.8,64.1,2.6,7.0,13.9,1023.8,46.3,0
TR-1042,2025-04-23T20:00:00,32.0,50.6,5.0,14.0,16.2,1005.4,17.5,0
TR-1042,2025-04-23T21:00:00,27.9,72.4,0.2,8.7,12.0,1007.2,8.9,0
TR-1042,2025-04-23T22:00:00,29.6,74.9,1.2,6.4,14.0,1012.6,45.4,0
TR-1042,2025-04-23T23:00:00,24.8,61.9,0.3,4.4,11.5,1025.0,0.5,0
TR-1042,2025-04-24T00:00:00,25.7,51.2,5.3,8.9,16.2,1011.4,6.0,0
TR-1042,2025-04-24T01:00:00,36.4,65.0,1.2,14.4,21.7,1008.0,63.9,0
TR-1042,2025-04-24T02:00:00,31.8,38.2,4.6,5.5,9.2,1014.4,45.6,0
TR-1042,2025-04-24T03:00:00,27.0,40.9,0.5,2.4,8.0,1006.2,38.4,0
TR-1042,2025-04-24T04:00:00,25.8,56.7,6.6,14.7,17.3,1009.9,52.2,0
TR-1042,2025-04-24T05:00:00,34.6,34.1,7.6,4.9,11.2,1011.5,16.4,0
TR-1042,2025-04-24T06:00:00,28.8,40.4,2.0,12.1,14.4,1024.7,49.4,0
TR-1042,2025-04-24T07:00:00,39.6,41.2,7.3,7.5,13.3,1022.7,6.8,0
TR-1042,2025-04-24T08:00:00,26.4,48.4,3.6,13.4,17.6,1008.6,51.2,0
TR-1042,2025-04-24T09:00:00,33.0,59.7,0.9,4.7,8.1,1020.6,53.3,0
TR-1042,2025-04-24T10:00:00,40.8,93.8,35.1,25.9,33.4,992.9,99.0,1
TR-1042,2025-04-24T11:00:00,34.8,37.2,5.1,10.2,14.9,1018.5,18.9,0
TR-1042,2025-04-24T12:00:00,34.4,34.4,7.2,14.2,18.8,1005.9,50.5,0
TR-1042,2025-04-24T13:00:00,48.3,91.5,51.4,29.6,41.9,992.8,75.0,1
TR-1042,2025-04-24T14:00:00,39.7,57.0,5.7,14.5,17.4,1018.8,6.7,0
TR-1042,2025-04-24T15:00:00,48.7,93.4,45.2,25.5,30.5,993.9,87.3,1
TR-1042,2025-04-24T16:00:00,45.5,83.9,41.6,30.5,42.0,991.4,78.9,1
TR-1042,2025-04-24T17:00:00,41.1,89.8,51.0,21.4,29.9,998.9,78.7,1
TR-1042,2025-04-24T18:00:00,36.5,51.8,5.2,10.5,13.6,1013.8,7.8,0
TR-1042,2025-04-24T19:00:00,32.1,55.0,0.9,13.9,17.7,1011.9,56.1,0
TR-1042,2025-04-24T20:00:00,27.6,61.3,0.6,8.9,11.2,1006.4,33.4,0
TR-1042,2025-04-24T21:00:00,34.8,54.0,3.9,10.9,17.8,1011.5,7.4,0
TR-1042,2025-04-24T22:00:00,29.8,52.1,4.6,5.9,12.3,1014.7,67.6,0
TR-1042,2025-04-24T23:00:00,40.3,93.4,58.0,29.0,34.7,998.2,90.4,1
TR-1042,2025-04-25T00:00:00,36.4,68.2,3.3,9.5,16.5,1015.1,15.6,0
TR-1042,2025-04-25T01:00:00,31.4,34.7,1.3,5.8,12.7,1015.1,47.0,0
TR-1042,2025-04-25T02:00:00,28.4,60.0,5.4,8.8,13.7,1011.4,24.2,0
TR-1042,2025-04-25T03:00:00,22.7,49.1,4.1,13.0,16.0,1005.2,64.1,0
TR-1042,2025-04-25T04:00:00,39.0,61.4,1.1,7.1,10.8,1024.5,2.0,0
TR-1042,2025-04-25T05:00:00,38.3,41.3,4.1,13.3,20.2,1015.1,7.1,0
TR-1042,2025-04-25T06:00:00,48.5,80.1,49.8,32.9,41.3,992.3,88.2,1
TR-1042,2025-04-25T07:00:00,27.9,41.9,4.8,5.5,7.6,1008.8,2.8,0
TR-1042,2025-04-25T08:00:00,22.0,72.2,6.3,1.5,9.4,1023.0,1.4,0
TR-1042,2025-04-25T09:00:00,27.6,54.9,3.6,14.5,19.2,1013.2,38.7,0
TR-1042,2025-04-25T10:00:00,34.6,39.4,6.0,11.5,17.6,1015.0,41.2,0
TR-1042,2025-04-25T11:00:00,29.5,62.3,5.2,9.0,11.0,1016.3,34.8,0
TR-1042,2025-04-25T12:00:00,33.0,53.4,6.1,3.4,8.7,1022.4,7.7,0
TR-1042,2025-04-25T13:00:00,44.7,75.7,53.9,22.5,34.5,998.9,78.9,1
TR-1042,2025-04-25T14:00:00,24.1,45.5,4.4,12.9,20.1,1015.4,20.5,0
TR-1042,2025-04-25T15:00:00,39.5,67.7,3.9,12.4,19.5,1011.1,53.3,0
TR-1042,2025-04-25T16:00:00,47.7,92.9,51.7,31.9,40.9,1002.0,84.8,1
TR-1042,2025-04-25T17:00:00,37.7,42.9,3.5,13.4,21.1,1007.6,35.1,0
TR-1042,2025-04-25T18:00:00,33.1,46.4,5.6,13.5,19.1,1008.2,22.4,0
TR-1042,2025-04-25T19:00:00,33.6,56.9,7.7,3.7,6.3,1013.3,41.2,0
TR-1042,2025-04-25T20:00:00,22.9,41.1,3.1,11.6,15.7,1022.2,20.8,0
TR-1042,2025-04-25T21:00:00,38.4,48.9,1.9,13.5,19.5,1009.2,9.0,0
TR-1042,2025-04-25T22:00:00,32.3,37.7,5.9,4.9,7.2,1013.5,34.1,0
TR-1042,2025-04-25T23:00:00,31.8,32.1,2.4,11.5,16.1,1005.5,30.1,0
TR-1042,2025-04-26T00:00:00,35.2,63.9,7.9,13.1,19.7,1022.0,58.3,0
TR-1042,2025-04-26T01:00:00,36.4,64.1,5.7,14.5,18.0,1023.7,63.5,0
TR-1042,2025-04-26T02:00:00,25.4,62.3,0.7,13.0,18.1,1010.0,61.3,0
TR-1042,2025-04-26T03:00:00,27.0,44.7,7.9,14.0,17.0,1006.8,17.4,0
TR-1042,2025-04-26T04:00:00,36.7,33.5,5.6,12.1,17.0,1020.2,67.3,0
TR-1042,2025-04-26T05:00:00,34.6,36.9,0.2,4.1,8.1,1016.2,45.7,0
TR-1042,2025-04-26T06:00:00,41.6,90.0,58.1,30.0,41.3,998.5,78.4,1
TR-1042,2025-04-26T07:00:00,33.3,54.5,5.8,8.5,10.7,1010.4,22.9,0
TR-1042,2025-04-26T08:00:00,22.7,58.9,5.5,12.1,15.8,1018.1,42.6,0
TR-1042,2025-04-26T09:00:00,32.9,61.8,3.5,4.1,10.9,1006.6,32.9,0
TR-1042,2025-04-26T10:00:00,28.7,75.0,1.0,3.9,6.5,1013.2,0.1,0
TR-1042,2025-04-26T11:00:00,37.3,59.8,1.1,14.0,17.5,1015.3,36.6,0
TR-1042,2025-04-26T12:00:00,31.5,69.7,6.5,6.2,12.3,1015.9,57.4,0
TR-1042,2025-04-26T13:00:00,29.7,71.5,2.8,4.0,11.3,1009.1,39.2,0
TR-1042,2025-04-26T14:00:00,26.7,34.2,4.0,5.8,11.7,1006.5,13.0,0
TR-1042,2025-04-26T15:00:00,39.3,56.7,0.6,14.2,20.5,1024.8,66.3,0
TR-1042,2025-04-26T16:00:00,24.8,36.5,7.6,7.0,9.9,1015.4,13.8,0
TR-1042,2025-04-26T17:00:00,26.2,51.0,1.8,6.2,8.6,1024.8,69.7,0
TR-1042,2025-04-26T18:00:00,25.2,40.8,6.8,11.0,15.2,1015.8,12.9,0
TR-1042,2025-04-26T19:00:00,31.9,62.5,0.7,4.5,9.2,1009.4,13.5,0
TR-1042,2025-04-26T20:00:00,28.4,47.7,1.0,10.0,15.2,1011.3,59.3,0
TR-1042,2025-04-26T21:00:00,26.8,60.1,7.6,6.1,12.4,1015.9,31.4,0
TR-1042,2025-04-26T22:00:00,32.6,61.3,2.3,2.7,9.4,1023.2,12.7,0
TR-1042,2025-04-26T23:00:00,30.1,43.9,5.8,6.2,9.8,1015.8,64.6,0
TR-1042,2025-04-27T00:00:00,27.8,70.7,5.5,9.3,15.0,1010.9,46.1,0
TR-1042,2025-04-27T01:00:00,36.9,42.1,6.1,11.8,16.8,1016.8,60.6,0
TR-1042,2025-04-27T02:00:00,30.6,58.2,5.8,12.2,19.6,1013.5,35.7,0
TR-1042,2025-04-27T03:00:00,43.8,87.3,30.9,27.1,34.7,996.5,85.4,1
TR-1042,2025-04-27T04:00:00,27.0,41.2,5.1,13.0,17.4,1005.4,28.3,0
TR-1042,2025-04-27T05:00:00,39.7,35.7,5.8,10.2,17.5,1019.0,33.9,0
TR-1042,2025-04-27T06:00:00,37.0,69.8,0.9,4.9,10.0,1008.5,7.2,0
TR-1042,2025-04-27T07:00:00,25.6,35.1,3.6,10.8,14.9,1016.4,13.0,0
TR-1042,2025-04-27T08:00:00,37.7,41.5,4.5,9.4,12.5,1024.5,2.3,0
TR-1042,2025-04-27T09:00:00,30.6,68.5,2.1,8.1,14.4,1005.4,13.7,0
TR-1042,2025-04-27T10:00:00,39.2,42.7,7.1,4.9,12.7,1021.3,48.0,0
TR-1042,2025-04-27T11:00:00,44.0,70.2,51.0,32.9,40.7,995.3,90.4,1
TR-1042,2025-04-27T12:00:00,40.7,81.1,42.1,28.8,41.9,998.8,88.3,1
TR-1042,2025-04-27T13:00:00,38.9,41.6,6.4,9.8,14.9,1021.4,0.2,0
TR-1042,2025-04-27T14:00:00,42.0,91.0,52.2,28.3,33.9,1003.8,77.5,1
TR-1042,2025-04-27T15:00:00,24.3,62.9,1.9,2.7,8.2,1024.0,53.6,0
TR-1042,2025-04-27T16:00:00,39.1,40.9,5.9,5.4,10.3,1015.8,46.2,0
TR-1042,2025-04-27T17:00:00,25.0,38.8,5.8,9.3,12.3,1022.9,1.8,0
TR-1042,2025-04-27T18:00:00,32.5,59.4,4.2,3.8,10.4,1012.2,30.7,0
TR-1042,2025-04-27T19:00:00,32.7,37.4,7.0,13.9,18.1,1012.4,3.7,0
TR-1042,2025-04-27T20:00:00,33.0,38.4,3.0,4.2,9.8,1007.8,16.6,0
TR-1042,2025-04-27T21:00:00,27.3,69.5,2.5,5.2,7.5,1023.2,7.7,0
TR-1042,2025-04-27T22:00:00,31.5,32.0,4.7,5.7,8.6,1021.5,29.5,0
TR-1042,2025-04-27T23:00:00,38.3,52.3,0.3,4.9,10.8,1018.1,37.5,0
TR-1042,2025-04-28T00:00:00,36.0,53.6,4.3,2.6,6.3,1022.0,69.7,0
TR-1042,2025-04-28T01:00:00,33.1,48.5,3.2,7.4,10.2,1008.8,52.9,0
