asset_id,timestamp,oil_temperature,load_percentage,vibration,current_unbalance,voltage_deviation,partial_discharge,ambient_temperature,oil_quality,asset_age,capacity_mva,customers_served,criticality,redundancy_level,previous_failures,days_since_maintenance,failure_within_24h,failure_within_72h,degradation_mode
TR-1042,2025-04-18T23:00:00,91.3,89.2,4.86,6.91,6.37,0.841,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T00:00:00,91.7,86.9,4.91,7.21,6.45,0.818,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T01:00:00,91.2,88.6,4.84,7.36,6.25,0.825,37.6,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T02:00:00,90.1,88.2,4.79,7.02,6.43,0.83,37.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T03:00:00,88.1,85.1,4.81,7.13,6.44,0.829,37.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T04:00:00,89.7,86.6,4.74,7.32,6.4,0.82,37.4,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T05:00:00,87.6,86.9,4.69,7.31,6.28,0.817,36.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T06:00:00,87.5,87.7,4.72,7.18,6.31,0.827,37.4,99.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T07:00:00,87.5,88.2,4.83,7.16,6.58,0.821,36.9,99.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T08:00:00,87.9,88.1,4.99,7.32,6.68,0.839,37.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T09:00:00,90.7,86.2,4.66,7.14,6.52,0.821,37.6,99.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T10:00:00,91.8,86.9,4.77,6.68,6.34,0.816,37.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T11:00:00,89.0,86.7,4.8,7.37,6.59,0.814,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T12:00:00,89.5,85.9,4.66,7.11,6.45,0.797,37.6,99.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T13:00:00,93.0,86.1,4.71,7.24,6.57,0.826,37.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T14:00:00,95.5,90.5,4.77,7.39,6.85,0.849,38.1,99.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T15:00:00,94.1,88.1,5.07,7.27,6.66,0.813,38.8,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T16:00:00,95.9,90.9,4.69,7.33,6.63,0.811,39.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T17:00:00,95.9,90.8,4.87,7.59,6.73,0.805,39.8,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T18:00:00,95.2,90.5,4.71,7.04,6.64,0.819,39.9,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T19:00:00,96.5,90.8,4.98,7.56,6.43,0.826,38.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T20:00:00,95.5,90.1,4.64,7.19,6.86,0.832,39.1,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T21:00:00,94.9,86.3,4.87,7.39,6.45,0.783,38.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T22:00:00,93.8,89.6,4.62,7.5,6.36,0.812,38.6,98.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-19T23:00:00,93.9,88.9,4.85,7.66,6.58,0.83,39.4,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T00:00:00,92.9,87.8,4.77,7.34,6.27,0.825,38.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T01:00:00,90.6,88.0,4.66,7.53,6.72,0.834,37.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T02:00:00,91.2,82.7,4.76,7.16,6.18,0.821,37.9,99.1,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T03:00:00,89.8,86.3,4.87,6.85,6.71,0.815,37.1,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T04:00:00,87.0,88.2,4.96,6.99,6.9,0.835,37.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T05:00:00,88.8,87.2,4.77,6.97,6.34,0.795,36.9,99.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T06:00:00,87.9,86.4,5.08,7.58,6.44,0.811,36.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T07:00:00,89.1,85.0,4.7,7.31,6.68,0.821,36.3,98.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T08:00:00,90.6,84.1,4.75,7.63,6.58,0.828,37.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T09:00:00,88.5,85.0,4.76,6.92,6.56,0.803,37.4,99.1,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T10:00:00,92.0,87.2,4.81,7.34,6.66,0.79,36.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T11:00:00,90.5,89.1,4.94,7.16,6.12,0.829,37.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T12:00:00,91.7,89.3,4.83,7.17,6.75,0.816,37.3,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T13:00:00,92.3,89.7,4.9,7.16,6.43,0.822,38.0,99.1,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T14:00:00,94.3,89.0,4.63,6.88,6.51,0.835,37.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T15:00:00,93.8,88.7,4.63,6.85,6.47,0.809,39.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T16:00:00,95.2,91.8,4.86,7.25,6.46,0.814,39.2,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T17:00:00,96.4,90.0,4.89,7.49,6.53,0.837,38.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T18:00:00,94.2,91.5,4.8,7.15,6.24,0.828,38.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T19:00:00,96.4,89.4,4.77,6.81,6.57,0.794,39.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T20:00:00,95.7,88.7,4.79,6.8,6.52,0.827,38.9,98.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T21:00:00,94.2,90.4,4.74,7.26,6.47,0.833,38.6,98.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T22:00:00,94.2,87.3,4.74,7.24,6.08,0.824,39.4,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-20T23:00:00,93.2,87.6,4.74,7.35,6.26,0.836,37.8,99.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T00:00:00,92.0,87.7,4.63,7.07,6.66,0.799,37.9,99.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T01:00:00,91.3,86.7,4.91,7.01,6.39,0.81,37.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T02:00:00,88.9,85.4,4.78,6.9,6.65,0.806,38.5,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T03:00:00,90.6,87.8,4.81,6.59,6.32,0.83,37.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T04:00:00,88.2,85.8,4.78,7.06,6.42,0.819,37.1,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T05:00:00,86.2,86.5,4.8,7.24,6.42,0.83,37.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T06:00:00,89.6,84.7,4.77,7.39,6.51,0.803,37.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T07:00:00,86.6,84.1,4.56,7.21,6.3,0.814,37.1,99.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T08:00:00,87.1,87.3,4.67,7.55,6.68,0.824,37.0,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T09:00:00,87.3,87.7,5.02,7.56,6.21,0.831,37.7,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T10:00:00,89.2,85.3,4.54,7.13,6.4,0.797,37.6,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T11:00:00,91.1,86.8,4.85,7.0,6.59,0.828,36.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T12:00:00,93.1,87.9,4.66,7.05,6.32,0.833,38.3,98.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T13:00:00,92.2,86.6,4.81,6.89,6.11,0.814,37.6,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T14:00:00,93.0,90.4,4.66,7.13,6.39,0.822,38.3,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T15:00:00,94.5,89.6,5.0,6.86,6.64,0.792,38.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T16:00:00,94.7,88.5,4.64,7.3,6.6,0.823,39.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T17:00:00,96.1,87.8,4.93,7.18,6.3,0.838,39.4,99.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T18:00:00,96.6,90.7,4.8,7.0,6.52,0.819,38.7,98.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T19:00:00,96.0,91.0,4.74,7.45,6.32,0.824,39.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T20:00:00,96.2,87.9,4.94,7.91,6.57,0.829,38.8,98.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T21:00:00,95.8,89.4,4.86,7.15,6.44,0.799,38.1,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T22:00:00,94.4,87.3,4.82,7.46,6.64,0.819,38.4,99.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-21T23:00:00,92.2,85.8,4.99,7.26,6.19,0.809,38.6,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T00:00:00,92.2,88.7,4.77,7.22,6.52,0.823,38.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T01:00:00,92.0,87.6,5.08,7.11,6.56,0.808,37.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T02:00:00,89.3,85.6,4.91,7.11,6.52,0.819,37.7,99.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T03:00:00,88.2,88.5,4.88,7.35,6.72,0.862,36.5,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T04:00:00,89.0,87.2,4.76,7.73,6.54,0.792,36.6,98.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T05:00:00,88.2,86.3,4.58,7.15,6.5,0.817,36.5,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T06:00:00,87.6,87.2,4.92,7.52,6.82,0.807,36.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T07:00:00,88.4,86.3,4.87,7.75,6.55,0.827,36.4,99.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T08:00:00,87.7,84.2,4.91,7.32,6.39,0.796,36.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T09:00:00,89.4,88.2,4.87,6.61,6.36,0.822,37.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T10:00:00,90.9,87.2,4.43,6.88,6.84,0.812,36.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T11:00:00,89.4,88.2,4.94,7.5,6.42,0.837,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T12:00:00,91.5,90.9,4.8,7.52,6.55,0.832,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T13:00:00,94.3,90.2,4.8,6.6,6.59,0.787,38.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T14:00:00,94.8,90.6,4.9,7.57,6.47,0.789,38.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T15:00:00,95.0,87.6,4.54,7.24,6.56,0.838,39.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T16:00:00,96.3,88.1,4.77,7.17,6.79,0.815,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T17:00:00,95.2,87.5,4.88,7.48,6.49,0.791,39.4,98.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T18:00:00,97.0,90.4,4.72,6.98,6.2,0.824,39.1,98.1,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T19:00:00,95.2,90.9,4.52,6.73,6.45,0.843,39.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T20:00:00,95.6,89.4,4.69,6.95,6.55,0.835,39.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T21:00:00,95.6,88.6,4.75,7.34,6.35,0.814,38.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T22:00:00,93.2,88.3,4.96,7.37,6.5,0.813,38.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-22T23:00:00,92.2,88.8,4.8,7.17,6.48,0.822,38.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T00:00:00,94.2,87.8,4.54,7.06,6.72,0.828,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T01:00:00,92.7,87.8,4.9,7.23,6.39,0.82,38.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T02:00:00,90.7,86.9,4.76,7.47,6.4,0.837,37.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T03:00:00,89.7,87.2,4.76,7.4,6.49,0.813,37.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T04:00:00,86.4,87.5,4.97,7.57,6.56,0.821,37.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T05:00:00,89.6,86.3,4.79,7.3,6.35,0.806,37.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T06:00:00,88.3,86.9,4.7,7.74,6.58,0.831,36.2,99.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T07:00:00,89.3,84.7,4.68,7.15,6.65,0.8,36.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T08:00:00,87.9,85.2,4.98,7.25,6.4,0.818,37.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T09:00:00,89.9,88.4,4.76,7.15,6.62,0.811,37.4,99.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T10:00:00,88.9,84.2,4.95,6.99,6.5,0.811,37.5,99.2,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T11:00:00,90.6,87.1,4.8,7.04,6.62,0.842,37.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
TR-1042,2025-04-23T12:00:00,93.0,87.0,4.62,7.24,6.18,0.816,38.5,98.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,combined
