asset_id,timestamp,oil_temperature,load_percentage,vibration,current_unbalance,voltage_deviation,partial_discharge,ambient_temperature,oil_quality,asset_age,capacity_mva,customers_served,criticality,redundancy_level,previous_failures,days_since_maintenance,failure_within_24h,failure_within_72h,degradation_mode
TR-1042,2025-04-17T08:00:00,89.9,87.8,5.07,7.42,6.19,0.819,36.4,99.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T09:00:00,88.4,88.9,4.89,6.51,6.56,0.821,37.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T10:00:00,91.0,89.1,4.83,7.27,6.55,0.803,37.3,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T11:00:00,92.0,87.5,5.0,7.46,6.67,0.831,38.9,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T12:00:00,91.0,88.9,4.88,7.28,6.22,0.774,38.0,99.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T13:00:00,92.2,88.2,4.83,7.45,6.42,0.83,38.2,99.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T14:00:00,94.2,91.2,5.0,7.18,6.77,0.822,38.2,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T15:00:00,95.4,89.2,4.53,7.48,6.38,0.809,38.3,99.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T16:00:00,95.1,92.0,4.86,7.16,6.57,0.859,40.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T17:00:00,93.4,87.7,4.73,7.11,6.89,0.842,38.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T18:00:00,99.1,90.4,5.01,7.23,6.62,0.819,39.1,99.2,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T19:00:00,96.4,89.3,4.94,6.65,6.43,0.78,38.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T20:00:00,96.0,86.6,4.76,7.23,6.48,0.836,39.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T21:00:00,94.3,92.3,4.82,7.28,6.81,0.813,38.4,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T22:00:00,93.0,89.5,4.77,7.12,6.47,0.824,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-17T23:00:00,91.8,86.0,4.67,7.18,6.57,0.821,37.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T00:00:00,90.9,88.4,4.58,7.6,6.75,0.815,38.2,97.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T01:00:00,92.9,85.0,4.84,7.75,6.17,0.794,37.5,99.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T02:00:00,90.6,88.5,4.87,6.69,6.61,0.799,37.5,98.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T03:00:00,89.2,87.1,4.71,7.34,6.39,0.812,37.8,99.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T04:00:00,87.2,87.4,4.88,6.75,6.64,0.861,37.0,99.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T05:00:00,87.9,89.4,4.63,7.38,6.56,0.803,36.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T06:00:00,88.6,85.0,4.42,7.44,6.55,0.806,36.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T07:00:00,89.6,85.0,4.73,7.06,6.66,0.85,36.6,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T08:00:00,87.4,85.9,4.97,7.13,6.29,0.819,37.5,99.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T09:00:00,88.9,84.2,4.57,7.41,6.43,0.8,37.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T10:00:00,90.5,87.1,4.88,7.14,6.56,0.823,37.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T11:00:00,93.1,88.5,4.74,6.93,6.5,0.814,37.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T12:00:00,92.9,89.3,4.85,6.66,6.52,0.809,37.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T13:00:00,93.1,85.9,4.79,7.18,6.86,0.838,38.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T14:00:00,91.9,88.8,4.95,7.52,6.71,0.821,38.2,98.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T15:00:00,94.6,88.3,4.84,7.05,6.37,0.826,38.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T16:00:00,93.2,89.8,4.8,7.16,6.74,0.767,39.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T17:00:00,98.1,90.0,5.06,7.17,6.53,0.827,40.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T18:00:00,96.4,90.8,4.51,7.4,6.3,0.791,39.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T19:00:00,96.7,90.1,4.52,6.61,6.5,0.816,39.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T20:00:00,92.5,86.3,4.68,7.03,6.42,0.821,38.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T21:00:00,94.1,93.5,4.77,6.82,6.51,0.798,38.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T22:00:00,91.7,88.4,4.67,7.24,6.39,0.817,39.5,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-18T23:00:00,93.7,86.2,4.79,7.48,6.67,0.824,38.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T00:00:00,92.5,89.0,4.63,6.99,6.77,0.81,39.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T01:00:00,90.1,89.3,4.81,7.12,6.48,0.824,38.0,99.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T02:00:00,90.9,87.7,4.89,6.78,6.57,0.814,37.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T03:00:00,90.2,86.5,4.69,7.08,6.63,0.82,37.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T04:00:00,87.3,86.4,4.76,7.1,6.62,0.827,37.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T05:00:00,88.4,85.1,4.87,7.04,6.5,0.84,36.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T06:00:00,88.7,84.1,4.87,6.83,6.46,0.822,38.0,98.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T07:00:00,89.5,84.8,4.79,6.88,6.59,0.849,36.8,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T08:00:00,90.3,86.8,4.78,7.33,6.51,0.822,36.8,98.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T09:00:00,90.6,89.7,4.87,7.49,6.75,0.843,37.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T10:00:00,89.7,84.7,4.76,7.23,6.52,0.843,37.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T11:00:00,90.8,87.0,4.49,6.93,6.45,0.806,38.4,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T12:00:00,91.3,88.0,4.9,7.34,6.42,0.84,38.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T13:00:00,91.3,86.1,4.75,7.12,6.2,0.8,37.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T14:00:00,92.1,87.5,4.82,7.31,6.58,0.794,39.0,99.2,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T15:00:00,96.0,88.9,4.91,7.78,6.89,0.795,38.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T16:00:00,94.4,94.3,4.84,7.47,6.4,0.816,38.7,97.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T17:00:00,96.8,88.1,4.88,7.42,6.38,0.831,39.4,99.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T18:00:00,96.7,91.2,5.03,7.58,6.3,0.854,38.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T19:00:00,96.2,88.5,4.71,7.43,6.49,0.855,38.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T20:00:00,96.2,92.8,5.02,7.09,6.57,0.808,39.1,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T21:00:00,95.1,86.8,4.8,7.8,6.66,0.823,38.6,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T22:00:00,91.5,90.2,4.91,7.12,6.0,0.8,39.2,97.2,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-19T23:00:00,93.5,85.5,4.98,6.97,6.39,0.82,37.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T00:00:00,92.3,88.8,5.08,7.34,6.63,0.874,37.9,99.2,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T01:00:00,90.8,87.0,4.88,6.81,6.57,0.858,37.9,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T02:00:00,90.5,84.7,5.0,7.57,6.69,0.79,37.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T03:00:00,85.7,86.0,4.78,6.67,6.52,0.845,36.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T04:00:00,88.3,87.4,4.59,7.55,6.44,0.816,36.7,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T05:00:00,89.6,88.8,4.67,7.87,6.7,0.839,36.9,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T06:00:00,88.9,85.5,4.66,6.94,6.17,0.825,36.8,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T07:00:00,88.5,90.7,5.03,7.11,6.38,0.813,37.1,99.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T08:00:00,87.7,84.6,4.87,7.5,6.51,0.794,36.3,98.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T09:00:00,87.4,85.8,5.06,7.33,6.61,0.822,37.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T10:00:00,88.7,86.3,4.63,7.3,6.27,0.834,36.8,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T11:00:00,91.1,87.6,4.88,7.47,6.1,0.786,37.8,99.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T12:00:00,93.3,90.4,4.77,6.56,6.62,0.831,38.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T13:00:00,94.0,89.0,4.78,7.61,6.45,0.784,37.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T14:00:00,94.9,90.6,4.78,7.08,6.53,0.804,38.0,99.1,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T15:00:00,94.8,86.5,4.61,7.21,6.71,0.776,39.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T16:00:00,94.9,87.0,4.59,7.15,6.35,0.828,39.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T17:00:00,97.5,90.9,4.83,7.13,6.42,0.826,39.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T18:00:00,96.1,91.5,4.98,7.26,6.73,0.773,40.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T19:00:00,97.0,89.9,4.77,6.76,6.6,0.772,39.5,98.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T20:00:00,95.0,89.3,4.56,7.32,6.15,0.835,39.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T21:00:00,94.0,89.2,4.56,7.24,6.59,0.815,38.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T22:00:00,94.8,87.9,4.84,7.16,6.67,0.809,37.8,98.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-20T23:00:00,91.7,87.5,4.82,6.5,6.55,0.858,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T00:00:00,91.3,86.9,4.89,6.8,6.71,0.792,37.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T01:00:00,90.7,84.6,4.72,7.47,6.23,0.816,37.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T02:00:00,89.4,88.8,4.68,7.01,6.37,0.809,37.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T03:00:00,87.9,86.3,4.62,7.45,6.32,0.876,36.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T04:00:00,89.5,86.5,4.43,6.9,6.64,0.844,37.5,98.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T05:00:00,87.7,85.8,4.72,7.07,6.49,0.829,36.7,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T06:00:00,88.3,86.0,4.83,7.06,6.63,0.839,37.0,99.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T07:00:00,87.1,85.6,4.91,7.22,6.28,0.828,37.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T08:00:00,87.0,82.2,4.8,6.86,6.42,0.833,36.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T09:00:00,90.0,84.4,5.01,7.51,6.56,0.823,37.0,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T10:00:00,90.9,90.6,5.01,6.71,6.64,0.848,37.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T11:00:00,89.6,83.2,4.76,7.03,6.19,0.829,37.5,98.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T12:00:00,91.4,88.9,4.68,7.35,6.61,0.762,38.6,97.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T13:00:00,93.0,86.1,4.71,6.89,6.67,0.835,37.5,99.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T14:00:00,92.5,89.2,4.62,6.55,6.42,0.784,38.2,99.1,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T15:00:00,95.9,87.0,4.76,7.02,6.53,0.807,38.7,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T16:00:00,95.6,93.1,4.6,7.43,6.12,0.824,39.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T17:00:00,94.9,87.2,4.86,7.36,6.55,0.839,39.2,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T18:00:00,94.3,92.2,4.79,6.87,6.74,0.833,38.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T19:00:00,96.4,90.0,4.68,7.24,6.49,0.793,38.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T20:00:00,96.3,88.8,4.95,6.9,6.56,0.838,39.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T21:00:00,93.4,91.7,5.23,7.31,6.62,0.81,37.9,99.4,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T22:00:00,94.0,90.1,4.77,7.1,6.22,0.78,38.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-21T23:00:00,93.2,90.6,4.92,7.17,6.41,0.807,38.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T00:00:00,93.9,88.5,4.54,6.99,6.65,0.814,37.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T01:00:00,90.7,87.6,4.82,7.26,6.65,0.831,37.7,99.2,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T02:00:00,92.8,86.2,4.85,6.96,6.43,0.825,37.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T03:00:00,90.3,85.9,4.82,7.18,6.65,0.803,36.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T04:00:00,89.2,88.9,4.9,7.38,6.75,0.876,36.1,99.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T05:00:00,88.7,87.3,4.74,7.84,6.55,0.783,36.3,98.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T06:00:00,88.0,86.3,4.52,7.15,6.5,0.816,36.4,99.5,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T07:00:00,87.6,87.6,4.95,7.59,6.86,0.803,36.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T08:00:00,88.8,86.6,4.89,7.86,6.56,0.83,36.4,98.7,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T09:00:00,88.2,83.8,4.94,7.35,6.38,0.788,36.8,99.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T10:00:00,90.3,89.2,4.88,6.49,6.34,0.823,37.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T11:00:00,92.1,87.7,4.34,6.82,6.88,0.809,36.7,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T12:00:00,90.1,88.9,4.97,7.56,6.41,0.843,38.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T13:00:00,92.4,92.4,4.8,7.59,6.55,0.837,38.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T14:00:00,95.5,91.3,4.8,6.48,6.6,0.776,39.3,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T15:00:00,95.8,91.5,4.93,7.64,6.46,0.779,38.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T16:00:00,95.7,87.4,4.47,7.25,6.56,0.844,39.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T17:00:00,96.8,87.7,4.76,7.17,6.82,0.813,37.9,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T18:00:00,95.3,86.8,4.9,7.54,6.49,0.781,39.6,98.3,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T19:00:00,97.0,90.5,4.7,6.94,6.17,0.826,39.0,97.6,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T20:00:00,94.7,91.0,4.45,6.64,6.44,0.851,38.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T21:00:00,95.0,88.9,4.66,6.91,6.56,0.84,38.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T22:00:00,95.0,87.9,4.74,7.36,6.33,0.812,38.6,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-22T23:00:00,92.1,87.6,5.0,7.4,6.5,0.811,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T00:00:00,90.9,88.4,4.79,7.17,6.48,0.822,38.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T01:00:00,93.6,87.2,4.47,7.04,6.75,0.831,37.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T02:00:00,92.0,87.4,4.92,7.24,6.38,0.82,38.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T03:00:00,90.0,86.4,4.74,7.52,6.39,0.843,37.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T04:00:00,89.1,87.1,4.75,7.44,6.49,0.81,36.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T05:00:00,85.6,87.7,5.02,7.65,6.57,0.821,37.5,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T06:00:00,89.8,86.4,4.79,7.31,6.34,0.801,37.4,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T07:00:00,88.5,87.3,4.68,7.85,6.59,0.834,36.0,99.2,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T08:00:00,90.0,84.5,4.65,7.14,6.67,0.793,36.1,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T09:00:00,88.4,85.2,5.03,7.26,6.39,0.817,37.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T10:00:00,90.8,89.4,4.75,7.14,6.63,0.808,37.7,99.9,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T11:00:00,89.7,83.7,4.99,6.95,6.5,0.808,37.8,99.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T12:00:00,91.5,87.5,4.8,7.0,6.64,0.849,37.8,100.0,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T13:00:00,94.2,87.1,4.58,7.24,6.15,0.815,39.0,98.1,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
TR-1042,2025-04-23T14:00:00,94.5,87.3,4.93,6.87,6.67,0.844,38.7,99.8,17.0,25.0,8420,0.92,0.3,3,180,0,0,none
